category_id,category
2230,Cool Smoothie
2231,Continental & Italian
2232,Gulaabo Combo @ 189
2233,Break Fast
2234,Namkeen products
2235,Snacks&Starters
2236,Veerji Burger
2237,Dimsum
2238,MUTTON ITEMS
2239,Chicken In Gravy
2240,Soup Items
2241,Stew
2242,Fish Special
2243,Handi Mughlai
2244,Single Meal
2245,Limited Meal Parcel
2246,Fried-rice
2247,Manchurian & Chilly
2248,Vegetarian Delights
2249,Fried  Rice
2250,Family Binge Combos
2251,Amritsari Kulche With Chole
2252,Half & Half Pizza
2253,Smoothies Bowl
2254,Korma/Curries/Rice
2255,Rice Item
2256,Extras [si]
2257,Healthy Drinks
2258,Halwa
2259,Raita
2260,Cakes Brownies and Cookies
2261,Salad & Curd
2262,Tawa Roti
2263,Rolls In Rumali Roti
2264,Refresher
2265,Summer cool special
2266,CHINESE
2267,Saffron
2268,Tandoori Platter
2269,Roll Shots Cutting Rolls
2270,Main Course South Indian
2271,Continental Kitchen
2272,Birthday Party
2273,Rolls & Shawarma
2274,Father's Day Special Cake
2275,Bhaji Pav & Pulav
2276,Veg Bites
2277,Continental Non Veg
2278,Rolls & Frankie
2279,Special Main Course
2280,PUJO SPECIALS
2281,Tandoori Tikka
2282,Round The Year
2283,Canned Juice
2284,Korean Momo
2285,Thalis & Combos
2286,Bumper Offer
2287,VEG & NONVEG COMBO FOR 01
2288,Couple Combos
2289,FARALI
2290,Rice [ Serves 1-2 ]
2291,Menu Starts @125/-
2292,Late Night Specials (Starting at 199)
2293,Salad and Curd
2294,High Protein Plates
2295,Veg & non veg special combo
2296,Executive Thalis
2297,Raita & Salad
2298,Cold
2299,Chinese Non Veg Chowmin
2300,Mezze (appetizers)
2301,Beverages With Benefits
2302,Chicken Starter
2303,Trelly Specials
2304,Authentic North Indian Breakfast Meals
2305,Tandoor & Kebabs
2306,South Meals
2307,Mutton Mains
2308,Soup And Starters
2309,North Special Dishes
2310,Soups and Smoothie Bowls
2311,Breads And Accompaniments
2312,"Breads, Dry Cakes & Biscuits"
2313,Rice & Noodles
2314,Mini Rice Bowls @100
2315,Senior Veg Burger
2316,Desi Ghee
2317,Snacks And Papad
2318,Indian Desserts
2319,Chinese Starter
2320,Millet Items[Bv]
2321,Muska Bun
2322,Amrit Festival Special
2323,Breakfast [No Onion & No Garlic]
2324,Milk Cakes / Tres Leches
2325,Burger - Non Veg
2326,House Specials
2327,Chicken Spicy Special
2328,Custom Combo
2329,We Recommend
2330,Lucknowi Biryani
2331,Haleem Specials
2332,Mini Biryani Bowl
2333,Burgers and Wraps
2334,Paneer Ki Sabji
2335,Cris Combo
2336,Hyderabadi Biryani
2337,Overload Nuts Ice Creams
2338,INDIAN ITEMS
2339,Gourmet Ice Cream Tubs
2340,CheeseNPaneer Extravaganza
2341,GARLIC BREADS & MORE
2342,RAKSHA BANDHAN SPECIAL
2343,Office Zone Cakes
2344,Sandwiches & Burgers
2345,Sub
2346,Curd Raita
2347,Veg Tandoor Starter
2348,Finely Baked Cheesecake Pastry
2349,Fresh Cream Half Kg Cake
2350,Bulgogi
2351,Tandoor & Paratha
2352,Chinese Combo Rice
2353,Choco Lava Cake & Brownies
2354,Non Veg Starters
2355,Lunch Box
2356,Raithas
2357,Mukhwas
2358,Pure Soya Tandoori Funny Names
2359,New Launches
2360,Dum Biryani Thali
2361,Indian Curd Rice
2362,Delhi special Makhan Kulcha Meal
2363,Bibimbap
2364,Indian Flavoured Starters
2365,Samosa Kachori
2366,Saavan Special
2367,Combos [Any Time]
2368,PIZZA MANIA
2369,Coriander Dosa
2370,Nonta / Salted
2371,Macaroni
2372,Chicken Momo [6 Pcs ]
2373,Premium Celebration Cakes
2374,Burger Hits
2375,Deal of the day
2376,MOMOS DELIGHT
2377,Tawa Kabab
2378,Menu @ 99
2379,Main Course (Veg)
2380,Signature Biryani
2381,Christmas Specials
2382,Peri Peri Momos
2383,Brownies
2384,Sweet Ending
2385,Cafe Aurora Burger
2386,BOOM Double
2387,Rice In Veg
2388,Spl. Sweet Of The Day
2389,Tandoori Starter
2390,Extras
2391,"Vegetarian Tandoor, Indian & Chinese Starters"
2392,Chinese Combo
2393,Southern Rice Bowls
2394,Veggies Seafood Special
2395,Christmas & NYE Specials
2396,Non-veg Rolls
2397,Indian Main Course Egg
2398,Koozi
2399,Signature Dough Balls
2400,Khari And Toast
2401,All Time Fav
2402,Immunity Boosters
2403,Teej Special
2404,Rolls & Wraps
2405,Big Fat Salad
2406,Biryanis & Pulao
2407,Dnb Happy Combo
2408,Veg CHEESE BURST Thin Crust Pizzas [10 Large]
2409,Non Veg Dry Fry
2410,Rakhi gift hampers
2411,Deal Of The Day
2412,Garlic Breads & More
2413,Pasta Lunch Box
2414,Non Veg Main Course
2415,Main Course (Dal)
2416,Fusion Mac & Cheese Bowls
2417,Gujarati Specials
2418,Coffee And Tea
2419,Chicken Special
2420,Buckets
2421,Kimbab  and Sushi
2422,CONTINENTAL APPETIZERS
2423,Amritsari Kulchas With Dal Makhani
2424,Traditional Dosa
2425,Pot Rice
2426,Fries & Sides
2427,Omelette
2428,PAAN
2429,Monsoon Must-Haves
2430,Indi Pastas [Makhni Sauce]
2431,Special veg ka maja
2432,Non-veg Chinese Starters
2433,Chat Special
2434,Rice & Pulao
2435,Main Course Chinese
2436,Fresh Dairy
2437,Tiffin Dishes
2438,Ganesh Utsav Specials
2439,Mmc Special Momos
2440,Single Pasanga Biryani
2441,Kulcha Lunchbox
2442,Chops
2443,Veg Rice Bowls [Steamed Rice]
2444,Chicken Soups
2445,Sweets
2446,Gopal Doi
2447,Chat
2448,All Day Lunch Special Meal Box (save Rs 115)
2449,Best In Jain Food
2450,Pizza Corner (8 Base)
2451, Desi Ghee Sweets
2452,PURE JUICE
2453,Pizza And Burgers Combo
2454,Bao & Tacos
2455,Mukho Misti
2456,Chilli Momo
2457,Jeera rice
2458,Nolen Gur Sandesh (hard/soft)
2459,Snack Time Specials
2460,Veg Starter
2461,Beginning Tasters
2462,Chai Ke Sang
2463,North Meals
2464,Non Veg Combos
2465,Chimichurri Burgers
2466,New Gluten Free Momo
2467,Cinnamon Rolls - Regular
2468,Chinese Delight
2469,Rajasthani Specials
2470,Flingo Cone
2471,Cold Coffee
2472,Authentic Recipes
2473,Rice /Noodles chopsuey
2474,Meal & Combo
2475,Non Veg Thali
2476,Tikka & Kebab
2477,Indian Main Course (fish & Prawns)
2478,The 99 Calorie Sundaes
2479,Burrito wraps
2480,Sandwich Combo
2481,Finger Chicken Thai Style (boneless)
2482,Noodles House
2483,Grilled Beef Mandi
2484,A Cheesy Sandwich
2485,Flavours Of India
2486,Chocolate Cake Slices
2487,Zayka -Mutton
2488,Quiche
2489,Noodles
2490,CHINESE GRAVY
2491,Value Fun Pizza @ 100
2492,Roll Combos.
2493,Ice Cream Stone Sundaes
2494,North Indian Side Dishes
2495,Non Veg Fry
2496,Cupcake Milkshake
2497,Namkeens - Namak Ishq Ka
2498,Family Pack
2499,Party Accessories
2500,Shuruaat
2501,Chow Chow / Noodles
2502,Basket
2503,New Launch (Stuffed Crunch Pizza)
2504,Non-Veg Rice Bowls [Steamed Rice]
2505,Boss Desserts
2506,Christmas & New Year Special
2507,Platter And Thali
2508,Freakshake (500 Ml)
2509,Kaju And Premium Sweets
2510,Millet South Indian Bowls
2511,New Arrivals
2512,Shravan special
2513,Combo Veg & Non Veg
2514,Mexican Burrito Bowls
2515,Magic Sandwiches
2516,Bhel
2517,Starter
2518,Combo
2519,Cake 500 Gram
2520,Bun
2521,Half N Half Pizza
2522,Dugna Combo
2523,Momos
2524,Choice Of Raita
2525,Roll House
2526,Pav
2527,Single Doughnuts
2528,Dabeli
2529,Meetha Maza
2530,MAD OVER MANGOES
2531,Maida Namkeen
2532,Quesadillas & Tacos
2533,Muffins
2534,Choco & Coffee
2535,Z Special
2536,Kebab
2537,Affordable/Bengali Meal
2538,Desi Sandwiches
2539,Chocolate boll
2540,Baklava
2541,Sp.mukhwas
2542,Ice Creams
2543,Thai Inspired Cuisine
2544,Subah Ka Nashta
2545,TANDOORI ZAIKA
2546,Prawns Main Course
2547,Bonda & Bajji
2548,Rotis And Breads
2549,7 REGULAR PIZZAS | NON-VEG
2550,Nepalese BOWLJ
2551,Soups & salads
2552,Indian Traditional Dal & Vegetable
2553,Toppings n Dips
2554,Juice and mocktails
2555,"Rice, Biryani & Butter Khichadi"
2556,Fried Rice / Chicken / Pork
2557,Chinese Thali
2558,Egg
2559,Thai Fried Rice
2560,Calzone
2561,Iced Teas
2562,Breakfast Favourites
2563,Handcrafted Breads
2564,Luxe Candles
2565,MOCTALL BAR
2566,Tawa Spl Items
2567,Varieties Of Upma
2568,Rice and Biryani
2569,Coolers
2570,Beverage Combos
2571,Fresh Salads
2572,Cafe Aurora Noodles
2573,Regular
2574,Rice/Dal/Bhaja
2575,5 Course Chicken Feast
2576,Grillicken ( Grilled Chicken )
2577,Platter On The Go
2578,Chur chur naan & chole kulche combos(with raita)
2579,Non Veg Pasta
2580,Fried Chicken & Wings
2581,Indian Fusion Cakes
2582,Wraps Special
2583,Sandwich Item
2584,Noodles (Home Made)
2585,Combo For 5-veg
2586,Veg Homely - EVERYDAY THALI
2587,Biggie Combos ( Upto Flat 25% Off).
2588,HOT & SOUR SOUP
2589,Mutton Gravy
2590,Chinese Non Veg
2591,Balanced - Dinner
2592,Soft Beverages
2593,Yakitories
2594,Others Item
2595,Tiffin
2596,Roti/chapati
2597,Western Mains
2598,Veg Indian Curry
2599,Croissants & Viennoiserie
2600,Value Meals
2601,Gravy Boneless
2602,Monsoon Menu
2603,Rice and Noodles
2604,South Indian Lunch   
2605,Bora
2606,Pizza 10 Neapolitan Style
2607,Chicken momo
2608,Cafe aurora bibimbap
2609,Veg Tandoor
2610,Single Topping Cheesy Pizza
2611,Bengali Chena Sweets
2612,Wholesome Breakfast Meals
2613,Breads And Bruschetta
2614,Deal of the Day
2615,Cold Delights
2616,Idly Vada
2617,Ganesh Chaturthi - Modak Special
2618,Value Meals (Save Upto 47%)
2619,Bread 
2620,Paneer Tikka
2621,All Time Favorites
2622,Namkeen-all Time Snacking
2623,Rajasthani Special
2624,Breackfast
2625,Soft drinks
2626,Wooden Plate Add- Ons
2627,Burgers And Wraps
2628,Non Veg Roll
2629,Boondi Prasad
2630,Gourmet Veg Pizzas (11 Inch/14Inch)
2631,Paneer Items
2632,Raita /salad
2633,Premium Eggless Cake
2634,Shakes And Lassi
2635,Choco Sandwich
2636,Chilli Chicken Rolls
2637,Shawarma Thali
2638,Non Veg Items
2639,Local Delicacy
2640,Bakery Savoury Snacks
2641,Full Plates
2642,Bakery
2643,Beverages Cold
2644,Tea / Coffee
2645,Arabian
2646,Juice And Shake
2647,Donut Boxes
2648,All Time Snacks
2649,All Time
2650,Navratri Special
2651,Flash Sale Deals
2652,Chai Special (tea)
2653,Breakfast combo for 2(Till 11:00AM)
2654,"Pizza , Pasta And Burger"
2655,Eggs In Gravy
2656,Mountain Supreme
2657,Tacos
2658,Fluffy pancakes
2659,Epic Savings Bucket For 3-4 (up To 32% Off)
2660,Tiffin Combos
2661,Family Meals
2662,Motu Patlu Kid's Specials
2663,Chilly Garlic Rice
2664,Shaptak (Slice Chilli Meat Fried)
2665,Hakka Noodles
2666,Shabal Special
2667,Khaman's
2668,Tandoori Veg
2669,Variety Dal Rice
2670,Starters Pizza
2671,Burrito bowl
2672,Lassi & Raita
2673,Risotto
2674,Cakesicles
2675,Breads/bun/pao
2676,Fried Rice
2677,Ice Crushers
2678,Burger and Sandwich
2679,Non Veg Indian
2680,Biryani  and Rice
2681,Non Veg Starter
2682,Khichdi Bowls [Made in Ghee]
2683,Assorted Modak Box (1Kg)
2684,Meat
2685,Burrito Bowl
2686,Kulfi & Ice Cream
2687,Cupcakes & Cream Rolls
2688,Nuggets
2689,Roti And Naan
2690,Pav Meals@99
2691,South Special Dosa
2692,Beverages (Drinks)
2693,Special Chinese Thali
2694,Miles Meal 1
2695,Dosa's
2696,Popeyes Signature Chicken
2697,Rolls & Fries
2698,"Pizzas,burger AND SANDWICH"
2699,Beef Shawarma
2700,Gourmet Non-veg Pizza
2701,Salad And Papad And Raita
2702,HOME MADE SPREADS
2703,Chocizza
2704,Tea Cakes
2705,Korean Specials
2706,Stater
2707,Thaipo & Sya Phaley
2708,Pulao[s]
2709,Chai
2710,Fundaes
2711,Tandoor Kitchen
2712,Macaroons & Donuts
2713,Classic Fried Chicken
2714,Mixed Utthapam
2715,Non-Veg Homely - EVERYDAY THALI
2716,Burgerwich
2717,Garlic Chicken
2718,Sugar Free Sweets
2719,Prawns
2720,Special combos
2721,Poori
2722,Flash Sale Pizzas
2723,Lunch Combo
2724,Match Day Special Combos
2725,Khichdi Combo's
2726,Ice Tea
2727,Korean food
2728,Quick Pick
2729,Local taste of manipur authentic
2730,DESSERTS & BEVERAGES
2731,South Indian Foods
2732,Fried Fish
2733,Our Combos
2734,Fruit Milkshakes
2735,"Snacks, Dessert & Beverage"
2736,Fried Rice House
2737,Pastry.
2738,Breads & Papads
2739,"Biryanis, Curries and Roti"
2740,Pita Pockets (New)
2741,Extra Value Meal Large
2742,Dosa Plain
2743,Nukkad Ki Chaat
2744,Sugar Free Item
2745,100 Ml Ice Creams
2746,New Cake Bars
2747,Deluxe Thali (New)
2748,Turkish Cookies
2749,Cake and pastry 
2750,Chow
2751,Special Occassion Wali Thalis
2752,Shabji
2753,Exotic dal
2754,Idli Platters
2755,Double Mutton Kebab Roll
2756,Chicken Starters
2757,BOOM Cheese Burst
2758,Pocket Friendly Rolls
2759,Goan Special
2760,Evening Special Combos
2761,Lassi & Mocktails
2762,Munchies
2763,Mocktails
2764,Sandwiches & Rolls
2765,Snacks House
2766,Summer Special Beverages
2767,Together Combos [FREE Coke & Choco Lava Cake wo...
2768,Authentic Andhra Meals
2769,Sidekicks and Pasta
2770,B2g1 Special Offer
2771,Wow! Birthday(Save upto 40%)
2772,Asian Bowls
2773,Stick Kulfi Regular
2774,Pista Dry Fruit Sweets
2775,Bati And Churma
2776,INDIAN BREADS
2777,Bhujia & Namkeens
2778,Goan Curries
2779,Thali & Combos 
2780,Iced Cold Coffee
2781,Poul Try
2782,STUFFED POIES
2783,Wrap [IW]
2784,Vegetables Items
2785,Mojito & Mocktail
2786,Super Saver Packs
2787,Dahi Mehfil
2788,Desserts/ Falooda's
2789,Biriyani
2790,Ghewar
2791,Soups Chow
2792,Double Trouble Burgers
2793,Mini Meals
2794,Freshly Squeezed Juices
2795,Chocolate Shakes
2796,Special Sea Food
2797,"Roti, Naan, Paratha & Kulcha"
2798,Main course non veg
2799,Tea Time
2800,Sawan Special
2801,RN Coolers And Mocktails
2802,Rice N Pulao
2803,Palaaram Frozen Snacks
2804,Mushroom Noodles
2805,Fish Items
2806,Tarka
2807,FLAT 179 SPECIAL MEALS/BUCKET
2808,Bhavyam Special Combo
2809,COMBO
2810,Idli & Vadas
2811,Bhaifota Special
2812,Meal For One-all
2813,Biryani Bowls
2814,2Pcs Combos at 99
2815,Tummy Tuckers
2816,Ghar Ka Tadka ThursdayDay Special
2817,Alfredo Pastas [White Sauce]
2818,Milkshake
2819,Jar Cakes
2820,Rice Bowls [ Serves 1 ]
2821,Salads
2822,Cups (100 ml)
2823,Choice di dal
2824,Non Veg Noodles
2825,Shape Cakes
2826,Kaju Ki Sabji
2827,Sweets & Deserts 
2828,Cassata
2829,Bowls
2830,Kabab
2831,Cupcakes By CakeZone
2832,Rice Specialities
2833,Signature Wings
2834,Seekh Kabab
2835,Non Alcoholic Drinks
2836,Maggi's World
2837,Sugar Free Cake And Chocolate
2838,Chocshakes
2839,All Day Lunch Special Meal Box
2840,Good Flippin Deals
2841,Extra Bar
2842,Lebanese
2843,Our Specials
2844,Indo Chinese 
2845,MNC Spuremos
2846,Indian Non Veg
2847,Sizzler Items
2848,Non-Veg Curries
2849,Garvy
2850,Bangaliana rainy day special
2851,Snoosh specials and milkshake combos
2852,Thukpa [Noodles Soup]
2853,Gifting Specials
2854,Daawat-E Rice
2855,Veg Gravy
2856,Egg Mains
2857,Fried Rice And Chowmein
2858,Best in Roses
2859,Desi Drinks
2860,Ramzan Special ( Online)
2861,Non Veg Chinese
2862,Quiches
2863,Desserts and Beverages
2864,Veg Special Combos
2865,Petha Sweets
2866,Veg Indian Dawat-E-Lazees
2867,Momo
2868,Side Dishes
2869,Chicken Delights
2870,New Launches & Seasonal
2871,Pani Puri and Snacks
2872,Onam Special Lunchbox
2873,Ts Rice Specialities
2874,Kashmiri Dishes
2875,Breakfast Combo
2876,Korean kimbap red  bibimbap
2877,South Indian Items
2878,Gangtok Loves
2879,Winter Special Nolengur Items
2880,Roll And Sandwich And Maggi
2881,Drinks & Desserts
2882,Bbq & Grill
2883,Dominos Classics
2884,Broth And Bowls
2885,Tandoor Se
2886,Bombay Falooda
2887,Momos +  Kathi Rolls (combo)
2888,Appetizers Chicken
2889,Affordable meal
2890,Lunch & Rice
2891,Burgers / Wraps
2892,Bruschettas
2893,Bakery Items [o]
2894,Thick Shakes
2895,From The Oriental Wok
2896,Bars
2897,Modak
2898,Patties
2899,Mutton Tukpa
2900,Sea Food Starter
2901,Milk Sweets
2902,Epic Value Meals For 1-2 (up To Rs 22% Off)
2903,One Plus One Medium @649
2904,Chicken Momo
2905,MINERAL WATER
2906,Super Sundae (350 Ml)
2907,Thai
2908,Chinese Combo Veg 
2909,Tarts And Eclairs
2910,Shahi Biryani (serves 1)
2911,Tiksy Bites
2912,"Cookies, Muffins & Tea Cakes"
2913,WeFit Grilled Protein
2914,Caesar Salad
2915,PUDDING
2916,Chicken quater
2917,Instachef Papad Range
2918,Pasta ( Macaroni )
2919,Rusk And Khari
2920,Family & Party Special Combos
2921,Chinese Soups
2922,Tea
2923,Accompaniment
2924,Dastan-e-Kebab (Starters)
2925,Mini Rolls [Small 7]
2926,MOMOS
2927,Garlic Breadsticks + Cheesy Dip [FREE]
2928,North Breakfast
2929,Kalakand 
2930,Dosa  Carrot
2931,Dosa  & Uttappam
2932,Puja Specials
2933,Soups & Salads
2934,Light Plates & Salad
2935,Japanese Ramen
2936,Stuff Paratha Combo
2937,Chai Pe Charcha
2938,Garlic Breads
2939,South Indian Bowls
2940,Wada
2941,Soup & Salad
2942,Non Veg Burgers
2943,Tandoor Breads
2944,Soup (Veg)
2945,Non Veg Curries
2946,Curd Special
2947,Salad Papad Raita
2948,Fusion Dosas
2949,Delicious Side
2950,Fruit Pop Jars
2951,Chinese Main Course (veg)
2952,Spl Combo
2953,Jain Main Course
2954,Ricepulao
2955,Special Thali
2956,South Indian Sweets   
2957,Egg Soup
2958,Jain Menu
2959,Cold Beverage
2960,Bati and Churma
2961,Chinese And More
2962,Non Veg Chicken Dish
2963,Kanji
2964,Pasta Delight
2965,Fish In Gravy
2966,Biryani combo
2967,Dal Balti
2968,Tandoori Starters Veg
2969,Cookies And Biscuits
2970,Quick Bites Combos
2971,Vegetable
2972,GRILLED SMOKY RED CHICKEN
2973,Maggi Magic
2974,Goan Bhaji
2975,Soup Menu
2976,Nachos
2977,Upwas Specials
2978,Fry Starters
2979,Sandwich Varieties
2980,Dilli Wala Breakfast
2981,Blossoms
2982,Rabadi
2983,Pastas
2984,Namkeen @ Rs. 99
2985,Specials Menu
2986,Chicken Items
2987,With Cream
2988,Kolkata Biryani
2989,Harry Potter Return to Hogwarts
2990,Snacks Light Munchies
2991,Chinese (veg)
2992,Celebration Cakes & Desserts
2993,Wow! Kurkure Burger
2994,Masala Omelette
2995,Breakfast Under 80/-
2996,Biriyani & Rice
2997,1+1 Meals Starts at 209
2998,Gift Box
2999,Sharing + Saving Combo
3000,Soft Beverage
3001,Veg Gravies
3002,Steak
3003,Get Together Combos
3004,Butter Paneer Special
3005,Roti Naan And Paratha
3006,Soft Drinks
3007,Speciality Pizza
3008,Main course enchiladas
3009,Mayonnaise special items
3010,Indian Meals
3011,Dum Biryanis
3012,Beverages.
3013,Classic & Nuts Ice Creams
3014,OTHERS
3015,Honey Chilli Momos
3016,Mutton
3017,Bhaji & Pulao
3018,Chinese Magic Noodles
3019,Delicious Rolls [With Gravy]
3020,Hot Spot Grill Speciality
3021,Maa Ki Rasoi Special
3022,Meal For 2
3023,Rama Special
3024,Shakes & Mocktails
3025,Tea Cake
3026,Fish deluxe thali
3027,Chicken Fried Rice
3028,Roti In Tandoor
3029,Special Thalis
3030,Chilli Items
3031,Chicken Shawarma Meal With Fries
3032,All Day Breakfast & Snacks
3033,Veg Paratha Bowls
3034,Tibeten Momo
3035,Flavoured Milk
3036,Chicken kasha
3037,Non-veg Dimsum
3038,Cakes With Flowers
3039,Food
3040,Cold beverages
3041,Sandwich Corner
3042,Chilli Garlic Fry
3043,Main Course Non Veg
3044,SPECIAL GHEWAR
3045,Main Course Paneer
3046,Rakhi Special Hampers
3047,Tarts and Pies
3048,Salad Papad And Curd
3049,Street Food Specials
3050,"Pocket friendly, ready to eat homemade meal"
3051,Main Course Indian Curry
3052,Chinese Chicken Main
3053,Peri Peri Chicken Strips & Leg Pc (up to 25%)
3054,Beverages
3055,What’s New
3056,Oriental Staples Veg
3057,"Uggani,vada & Poori"
3058,Fry
3059,Continental Appetisers & Small Plates
3060,Monsoon - Specials
3061,Dessert And Beverages
3062,Fusion Dosa
3063,Lite Bites
3064,Chinese Maincourse
3065,Refreshing Drinks
3066,Shawarma Pita Wrap
3067,Salads & Sides
3068,Cafe aurora glass noodles
3069,Cheeseblast Burgers
3070,Mega Momos Platter
3071,Breakfast Special Dish Of The Day
3072,Classic
3073,Fried Chicken
3074,Mix Fried Rice
3075,Chinese Traditional Chicken
3076,Farali
3077,TS Special Curries
3078,Sambharsa Special
3079,Best In Idli
3080,Spaghetti
3081,Cold Refreshing Beverages
3082,Roti And Paratha
3083,Noodles And  Rice
3084,Vip Special
3085,Pastry Cake
3086,Pestries
3087,Noodle Soup
3088,Dryfruits
3089,Combos 
3090,Breakfast Chia Pudding
3091,Paratha Tandoor Se With Raita
3092,Non Veg Meals
3093,Pizza (Indian)
3094,500 ml Ice creams
3095,Epic Value Meals for 1-2 (up to Rs 22% off)
3096,RICE NON-VEG
3097,Indian Main Course
3098,300 Ml Ice Creams
3099,Signature Sundae
3100,Ramen
3101,Khakhra
3102,Dinner Special
3103,Indian Breakfast
3104,DESSERTS
3105,Buy 1 & Get 1
3106,Wah chicken thali
3107,Home Baked Cookies
3108,Kids Choice
3109,Rice / Pulao
3110,Desi Rice Bowls
3111,Puri Sabji
3112,Risotto & Pasta
3113,Celebrations
3114,Packed
3115,SCHEZWAN FRIED RICE & NOODLES
3116,Hot & Snaks
3117,Mini Roastery Favourites
3118,Chinese Rice Non Veg
3119,Shakes And Juices
3120,Pithe Utsav
3121,Pork
3122,Snacks N Starters
3123,Idli Vada
3124,Pasta House
3125,Biryanis N Rice
3126,Handi Daal
3127,Chaat Ka Galiyaraa
3128,Sada Dosa
3129,Chinese Appetizers (chicken)
3130,Finger Licking Bbqs
3131,Pull Apart Bagels & Toasties
3132,Barni Se Savouries
3133,Ice Cream Family Tubs
3134,KRISPY CHICKEN MOMOS
3135,Omelette with French Fries
3136,Vegan & Sugar Free
3137,Onam Range (Festive Special)
3138,Egg Specials
3139,Veg Curry
3140,Egg deluxe thali
3141,Salad And Curd
3142,Start With Me
3143,Double Chlli Chicken Roll
3144,Continental Mains
3145,Roll Combos
3146,TSS Signature Sandwich
3147,Chicken Items [halal]
3148,Family pack
3149,NAMKEEN
3150,Harley's Crocante Cupcakes
3151,Seasonal Milk Shakes
3152,Maggie Mania
3153,SNACKS
3154,Jumbo Rice Bowls (Powered by Faasos)
3155,Bite Box
3156,Mango Special
3157,Taco Saver Combos (upto 30% Off)
3158,McCrispy Range
3159,Crunchy Burger And Crispy Sandwiches
3160,Yummy Rolls
3161,Special Assortments
3162,Curd Beverages
3163,Arabic Dishes Shawarma
3164,Biryani Box
3165,Doughnut
3166,Soup Chow
3167,Gravies
3168,Cakes 1/2 KG
3169,Coupseuy Noodles
3170,Hot Milk Bev Flasks
3171,Paryushan Sp.
3172,Breads And Snacks
3173,Goila Butter Chicken X Biryani by Kilo
3174,The Killing Snacks
3175,Value Meals - Newly Launched
3176,Peda
3177,Flavoured Milkshakes
3178,Sath Sath
3179,Rolls & wraps
3180,Fruit Salad
3181,Cafe Aurora Soup
3182,Black Coffee
3183,Comfort Meals
3184,Noodles & Rice
3185,Tiffin Combo
3186,Dosa Specialities
3187,Salad & Raita
3188,Indian Starters Large
3189,Brewn Bite Cafe
3190,Midnight Munchies at 199
3191,Dessert Tubs (Pure Veg)
3192,Faluda
3193,Seek
3194,Handi Seasonal
3195,Sugar Free Pastry
3196,Pistachio Chocolate Bar 125Gm
3197,Keto Currys & Indian Breads
3198,Summer Specials ( Newly Added )
3199,Rice Items
3200,Combo Meal
3201,Chicken Indian Main Course
3202,Gravy Veg & Non Veg
3203,Khoya Mix Sweets
3204,Newly Launched Italian Gelatos
3205,SPRING ROLLS
3206,Loaded Cheese Fries
3207,GHEWAR
3208,Make your own Combo
3209,Veg Starters
3210,Healthy momos
3211,Bruschetta and Toasts For Bread Lovers
3212,Kebabs and Starters
3213,Durga Puja Specials
3214,Kebabs & Tikkas
3215,Breads & Parottas
3216,Pure Ghee Sweets
3217,Pizza And Pasta
3218,Classic Pastries
3219,Soya Rolls
3220,Signature Pizzas
3221,ALL DAY BREAKFAST
3222,Goan Thalis
3223,Hampers
3224,Complete thali
3225,Assorted Modak Boxes
3226,Navratra Specials Beverages
3227,Asian
3228,Special sarson ka saag desi ghee
3229,Super Saver Wrap Duos
3230,Khichuri 
3231,Tea Pack
3232,Green Salad
3233,Gravy Dry Dish
3234,Mojitos [o]
3235,2 Kg Dum Biryani
3236,Asian Curries- Served With Japanese Rice
3237,Milk Shake With Ice-Cream
3238,Mom's Kitchen Spl Dish
3239,Salad/ Raita
3240,Mini Cake
3241,Sorbet
3242,Sea Food Main Dishes
3243,MAIN COURSE PRAWNS
3244,Corn
3245,Rice Noodles 
3246,Chef Recommended Shree Ram Special
3247,Punjabi paneer khajana
3248,No Added Sugar Kulfi
3249,Gravy Selection
3250,Veg Special Pizza
3251,Hot & Crispy Chicken & Wings
3252,Boxes and Combos
3253,Khari
3254,Mountain Paneer
3255,Senior Non-veg Burgers
3256,Momo Hut
3257,Multicuisine
3258,Handi Special
3259,Roti & Rice
3260,Japenese Matcha Green Latte
3261,Happy Burger Meal
3262,Avil milk with ice-cream
3263,Jar Cake
3264,Gochujang
3265,Mayonnaise
3266,Main Course Naga Curry
3267,Coffee Time
3268,Cakes
3269,Snacks And Nashta
3270,Gravy
3271,Wok Fried Rice
3272,Mocktail
3273,Biryani And Rice 
3274,Cheesy Single Topping Pizza
3275,Pizza & Garlic Bread
3276,Rolls Special
3277,Paneer Curry
3278,Rice Corner
3279,5Pcs Combos at 199
3280,Tandoor Se Mulaqaat
3281,Tandoor Starters
3282,Cheena Sweets
3283,Biryani and Rice
3284,Indian Curries Large
3285,Non Veg Kathi Rolls
3286,Kothu Paratha
3287,Breakfast Buffet
3288,COOKIES
3289,Dosas
3290,Ice Cream (2 Scoops)
3291,Meal 
3292,Small Delights
3293,Royal Daawat Biryani
3294,Kerala Parotta [n]
3295,Puff
3296,Mushroom Soup
3297,Chutney
3298,Non-Veg Main Course
3299,Old Delhi Special Curries
3300,Desserts & Drinks
3301,Combo Deals @10% OFF
3302,CHINESE SNACKS (non-veg)
3303,Burger or Hot Dog
3304,Rice And Biriyanis
3305,Must try combos
3306,Packaged Item
3307,Spring Roll
3308,Special Dishes
3309,Subji
3310,Chowmien
3311,Biryani & Kebab Thali
3312,Sante Sattvik Kitchen
3313,Ice Cream
3314,Finger Chips
3315,Burgers and Sandwiches
3316,Continental Meal Box
