dish_id,dish_name
35201,Choco Muffin (6 Pcs)
35202,Millionaire Berry brownie
35203,Aloo Chole Masala
35204,Pulao(750Gms)
35205,Fresh Pineapple Ice Cream Shrikhand
35206,Pista Lauj
35207,Belgian Chocomelt Shake
35208,Chur Mur Chaat
35209,Exotic Pomodoro Polo Pan Pizza
35210,Anna Dahi Tadka Raita
35211,Chocolate Marble Matho
35212,Chicken Fettuccine Pasta
35213,Chicken Shawarma Hot Dog
35214,Barbecue Pineapple (12 Pcs)
35215,Dryfruit Falooda
35216,Schezwan Chicken Noodles
35217,Deal 6
35218,Chicken Spicy Pizza
35219,Hot Gulab Jamun [2 Pieces]
35220,Ajjwain Naan
35221,Butterscotch flavoured Cold coffee
35222,Kesar Coconut Barfi
35223,Gosht-e-Haleem (Mutton Haleem) 150gm
35224,Russian Salad
35225,Chicken Momos Platter (Tandoori + Achari + Creamy) (12 Pcs)
35226,Modak Khoya Brown
35227,Triple Chocolate Ice Cream [750 ml Hand Scooped Family Pack]
35228,Mawa Nariyal Burfi
35229,Gobindo Bhog Chaler Payesh
35230,2 Classic Veg Rolls at 160 each.
35231,Tangy Chicken Burger 
35232,Vangi Bath
35233,Biryani Rice (khuska)
35234,Aloo Jeera (Per Plate)
35235,Chimichurri Paneer Burger Wrap
35236,Masala Keema Garlic Bread
35237,Butter Coconut Sada Dosa
35238,Chocolate Bites
35239,2 Super Freak
35240,Medu Vada(2)
35241,Eskimo Waffle - 2 Serve Of Waffle
35242,Gujarati Thali
35243,Cheez paratha
35244,Brioche Omelette
35245,Spicy Crab [6 Pieces]
35246,Schezwan Mix Veg Handvo (spicy)
35247,Mint Coriander Rice 450 Ml+lemon Rice 250 Ml+veg 250 Ml+fryums+pickle
35248,Dal Handi
35249,Ravamasala Dosa
35250,Poori (2 Pc.)
35251,Fry Pomfret
35252,Chilli Garlic Spicy Chicken Pizza
35253,Tandoori Malai Soya Chaap
35254,Kaju Fry
35255,Parwal Masala
35256,Masala Dose
35257,Bournville Berry
35258,Hyderabadi Chicken Biryani 
35259,Dry Fruit And Sweet Gift Pack
35260,Moo Goo Chicken Stir-Fry Bowl
35261,Mint Mojito    
35262,Mango shake
35263,Cucumber Mint Cooler [300Ml]
35264,Veggies Feast Pizza (Personal 8Inch)
35265,Sambar Vadai (2 Pcs)
35266,Schezwan Chicken  Lollipop
35267,Garden Fresh
35268,Bacon Cheese Garlic Bread
35269,Plain Rice + Egg Curry
35270,Buff Fried Rice
35271,Baked Blueberry Cheesecake
35272,Fresh green salad
35273,CHICKEN KASHA
35274,Egg spring roll
35275,Fish Tikka Rumali Roll
35276,"Chena [3 Piece, Large]"
35277,Chunky Chaat Makhana (70 Gms)
35278,Chicken Do Peyaji
35279,Plain Dosa + Vada
35280,Malai Paan
35281,Greek Salad                                 
35282,Veg Soup Noodles
35283,Cold Devils Own
35284,Dahi Puri
35285,Chicken Tikka Butter Masala (8 Pcs)
35286,Chocolate Hazelnut Cookies [200gm]
35287,THAI VEGETABLE CURRY(GREEN/YELLOW/RED)
35288,Paneer Smoked Skewers [10 Pcs]
35289,Chicken Tikka Kathi Kebab Roll
35290,Veg Bheja Gravy
35291,Clear Soup (Chicken)
35292,Rajma Masala Delhi Style
35293,SLICE CHICKEN IN SPICY BLACK BEAN  SAUCE
35294,Khatta Mitha Mixture (500G)
35295,Garlic Noodles 
35296,Cobij Paratha
35297,Kashmiri Kesar & Pista Ice Cream
35298,Mixed Veg Chowmein
35299,Choco Mousse Cake  (Eggless)
35300,Chilly Garlic Veg Chowmein
35301,Super Over Meal
35302,Tandoori Kulcha Veg.
35303,Caramel Sea Salt Choc
35304,Mix Sauce Pasta
35305,Extra Chutney ( 200 Ml)
35306,Chicken Hot N Sour 
35307,Butter Podi Masala
35308,Peri-Peri Chicken & Mozzarella Wrap
35309,Fresh Lemon Juice Salt
35310,Baby Corn Mushroom Masala
35311,Navratan Pulao
35312,Chana Bathura
35313,Toasted Sesame Bagel
35314,Mango Cheesecake (100 Gm)
35315,Theth Jain Yellow Dal
35316,Crispy [6 Pieces]
35317,Chicken Curry Thali [3 Piece] 4 plain Roti
35318,Jalapeno Cheese Chicken Strips Burger Wrap.
35319,Veg Schezwan Chow and veg Manchow Soup                                        
35320,No Added Sugar Desi Malai Matka Kulfi (pack Of 2)
35321,Mashroom tikka                                                                                    
35322,Hot And Sour Veg
35323,Veg Hot Garlic Chilli Momo
35324,Plain Waffle
35325,"Chole, Bhindi Chana & Millet Pulao"
35326,Spanish Manchurian
35327,Paneer Hungama
35328,Lemon Mint Basil
35329,Chilli Prawn
35330,Fresh lime soda mix
35331,Tea Time Cake (loaf) 500 Gm
35332,Jajangmyeon (Veg)
35333,Tandoori Butter Roti (1 Pc)
35334,Chicken Tangdi (4 Pcs)
35335,Malpau (Desi Ghee)
35336,Water Melon
35337,Choice of ice cream vanilla
35338,2 Cappuccino
35339,Anjeere Laddu (Per Kg)
35340,Jeera Biscuit
35341,Aloo Bhujiya 
35342,Sweet Biscuit
35343,Pop Corn+ Colddrink
35344,Tandoori Grilled Chicken-4 Pcs
35345,Devils Own N Spinach Corn SW
35346,Veg Makhan Wala
35347,Half Boneless Chicken Dum Biryani
35348,Chilli mushroom dry
35349,Spicy Fried Fish [10 Pieces]
35350,Mushroon fried rice
35351,Raaz-e-Kali Mirch Paneer Thali with Kebabs(Pepper Paneer Biryani)
35352,Chicken Tikka Kadai Masala ( Boneless)
35353,Murugan Podi Dosa (Gun Powder)
35354,Plain Roti with Butter
35355,Bread Roll [2 Pcs]
35356,Tiramisu Ice Cream [450 ml]
35357,Galouti Kabab Chicken
35358,1/2 Kg Dutch Chocolate Truffle Cake
35359,Boil Egg Mixture
35360,Tandoori Chicken  Combo
35361,Chocolate Dream Cake Doughnut
35362,Dhaba Egg Curry Thali Meal + 3 Mini Samosas
35363,Iced Orange Zest Mocha [Regular]
35364,Onion Utappam
35365,Hummus Veggie Salad
35366,Chicken Pakoda (6 Pcs)
35367,Banana Wafer
35368,Makhmali Murg Tikka
35369,"Beef biriyani half,beef dry fry with salad [5 pieces]"
35370,Petty Samosa 1 PC
35371,Butter Chicken (With Bones) Half
35372,Carbonara Chicken & Bacon Pasta ( Pork )
35373,Assorted Veg Momo (10 Pcs)
35374,Chicken chilli bone [full]
35375,Paneer Badshahi
35376,Palak panner
35377,Ferrero Rocher Waffle Sandwich
35378,Buffalo Chicken Wings
35379,Paneer Chilli & Veg. Noodles
35380,Plain Cham Cham
35381,Tomato Rice 
35382,Paneer & Onion Pizza [7 Inch]
35383,Perk Me Up
35384,Egg Masala 2Pc With 4 Tawa Butter
35385,Paneer Tikka Tandoori Starter
35386,Kadhi Chawal Combo
35387,Bmb Spl Aloo Tikki Chaat
35388,Veg Hot Garlic Rice
35389,Strawberry Heart Cake
35390,Hakka noodles egg
35391,Shillong style aloo moori
35392,Egg biryani [double egg]
35393,Veg. Schezwan Noodles
35394,Aloo Parantha (1 pc) With Curd
35395,Chunky Paneer Pandey Burger Value Combo
35396,Chicken Fried Rice With Chilli Chicken
35397,Beef sweet corn soup
35398,Paneer Makhani & Rumali Roti Lunchbox
35399,Urulai Bonda (2 Pcs)
35400,Roasted kaju 100gm
35401,Egg fried rice [full]
35402,Family BUCKET CHICKEN BIRYANI
35403,Paneer Mush Crispy Dry
35404,Five-Grain Super-Roti [Pack of 3]
35405,Millet Roti with Palak Paneer Curry
35406,Corn
35407,Napoli Cheese And Corn Pizza
35408,Egg Biryani With Raita
35409,Breakfast Thaali
35410,Chole Kulcha Combo (tandoori)
35411,Veg Manchurian (10pcs.)
35412,Achari Rajma
35413,Paneer Schezwan Idly
35414,Mango Juice 
35415,Grilled Chicken Asian Salad
35416,Fried Rice in Schezwan Sauce Regular(Non Veg)
35417,Creamy Garlic Mushroom
35418,Milk Kulkanth [250 Grams]
35419,Veg  hakka noodles
35420,Basanti Pulao Egg Kosha Bowl Combo
35421,Non-veg Hawaiian Pizza
35422,Vanela Gathiya (100 gm)
35423,Chicken Domination Pizza [10 Large]
35424,Veg Triple Schezwan Rice
35425,Preimum Ajwain Puff - 450 GM
35426,Mini Pizza
35427,NH1 Special Aloo Palak Steamed Rice Bowl
35428,CRISPY SOFT NOODLES NON-VEG
35429,Mountain Dew Soft drink can
35430,Koraishuti Diye Moog Dal (500ml)
35431,Bhapa Rasgulla [5 Pieces]
35432,Chilli Prawn (8 Pcs)
35433,Chicken Tikka Lababdar ( Boneless)
35434,Paratta  [2 Pieces]
35435,Shaandaar Paneer Curries Combo (Serves 2)
35436,8 5 Paprika Pizza
35437,Lashuni Dal Tadka
35438,Veg Fried Momo [4 pcs]
35439,Plain Cheese And Corn Sandwich
35440,Chilli Paneer Gravy Veg
35441,Punjabi Kadi Pakora
35442,Egg Hakka Noodles
35443,H.b Foil Combo
35444,Bread Butter Sandwich [Non Grill]
35445,Cheesy Egg Chicken Sausage Wrap
35446,Meal [Serves 3]
35447,Kamal Bhog [1 Piece]
35448,Almond 250 Gm Jar
35449,Chole Bhature (Hk Special)
35450,Paneer Matar
35451,"Mosambi Juice [2 Glass, Large]"
35452,Honey Lemon
35453,Chicken roast                                                                                                           
35454,Mix raita [250 ml]
35455,Mix Veg Khichu
35456,Ghee Podi Idli(2)
35457,Anna special bumbum thali
35458,Paneer Pakora (8 Pes)
35459,Nuts shake
35460,Peri Peri Prawn
35461,Chicken Longer Burger & 2 Strip Combo
35462,Kappa Biryani
35463,Red Sauce Penne Pasta - Veg
35464,Rawa Cheese Masala Dosa
35465,Paper masala dosa (served with chutney and sambar)
35466,Pineapple Jar Cake (350 ML)
35467,Salted fries
35468,Millet Idly
35469,Cheese ball [100 grams]
35470,Chicken Salami Burger
35471,Veg Red Sause Pasta
35472,Black Currant Milkshake
35473,Sunday - Mushroom Pepper Masala
35474,Puri [4 pieces]                           
35475,Masala Onion Lachchha Salad.
35476,Cranberry Blondie
35477,Veg Maggi [300ml Pack]
35478,Spicy Paneer Makhani Pizza
35479,MILK CAKE LG
35480,Popsicle Jamun Sorbet
35481,Keli channa
35482,4 Chicken Burst Burger + 2 Fries[Medium]
35483,Rasmalai [1PC]
35484,Cheesy Murgh
35485,Beetroot Cake (1kg)
35486,Pani Puri Atta [6 Pcs]
35487,Crispy bread potato bites [6 pcs]
35488,Creamy Veg Salad
35489,Raj kachori
35490,Messy Paneer Wrap
35491,Paneer Noodles [Large]
35492,Hyderabadi chicken tikka
35493,Cholla
35494,Pork Thali with Rice
35495,Anar Bhog
35496,Great Brit English Breakfast
35497,Yellow Dal Combo
35498,Vegetable Korma
35499,Smothered Cheese Fries
35500,Jumbo lamb burger
35501,Baked Makai Palak
35502,Paneer Lahsuni
35503,Prawns Butter Ghee Roast
35504,Chicken makhani
35505,Missi Butter Roti
35506,Ghee MotiPak
35507,French Fry With Cheese
35508,Chocoalte Mouse Exotic
35509,Potato Wedges Plain
35510,Premium Cheesy Corn Pineapple Jalapeno's
35511,Red Woman Jar Cake - Red Velvet & White Chocolate
35512,Kerala Parotta 3 Pcs With Curry.
35513,Chicken Manchurian + Chicken Schezwan Fried Rice
35514,Veg  Biriyani 
35515,Pork Spring Roll (1 Pc)
35516,Baked Rosogolla White (4Pcs)
35517,Egg bhurji [2 eggs]
35518,Chocolate Praline Pastry
35519,Mysore Pak (250 gms)
35520,Masala Lemonade [200 ml]
35521,Spanish delite fruit salad icecream
35522,Dal Makhani Baluchi Tadka Full
35523,Butterscotch Sandesh
35524,MIX VEG  B NAN COMBO
35525,Malai Chicken Pizza
35526,Soya cheese steam momo                                                                                                            
35527,Baby corn masala [full]
35528,Eggless Choco Truffle  Cake { Serve eight } 500 gm
35529,Plain Maggi [Half]
35530,Cake Of The Week [ 250 Gm]
35531,Hong Kong Veg Fried Rice (Serves 2)
35532,Honey Chocolate Loaf
35533,Panfried Momo
35534,Pork rice   
35535,Punjabi Chole RTE 300g
35536,Paneer chilli [full]
35537,Methi Mathri [Per Packet]
35538,Tandoori Chicken Roll
35539,Tandoori Butter Naan [Large]
35540,Rajma Curry With Roti
35541,Kesar Modhak (Festival Special)
35542,Chicken Pakora (200gm)
35543,Aloo Mattar Tomato
35544,Paneer Fried Momos  
35545,Mutton Soup
35546,Chef's Special Chicken Biryani
35547,Bread Pizza(2p)
35548,Slice Malai Kulfi [pack Of 3]
35549,Navarathana Kuruma Medium
35550,Strawberry iced tea   [350 ml]
35551,Schezwan Prawn Noodles
35552,Onion Bhurji
35553,Pulpy Grape Juice
35554,Chocolate Cakesicles
35555,Chilli Paneer(8Pcs)
35556,Beijing Chicken
35557,Cheese Burst Veg Combo
35558,Aloobhujia Can
35559,Mushroom Tawa Pulao
35560,Plain Tadka (300ml)
35561,2 Pc Idli 
35562,Hot Garlic In Vegetable Fry 
35563,Chur chur naan
35564,Matar Kachori
35565,Rasbarry Bhog
35566,Boiled Chana
35567,Veg cutlet [2 pieces]
35568,Pepsi (250 Ml)
35569,Manchurian Dry (8Pcs)
35570,Chicken Surprise Meal 
35571,Masala chaach
35572,Loaded Veg Nachos
35573,Aloo Dum - Everyday Thali
35574,Soya cheese chilli momo                                                                                                              
35575,Extra Kara Kolambu(250Ml)
35576,Baby Corn Manchurian Grevy
35577,Paneer Chilli Fry
35578,Chicken Kanti (With Bone)Per Plate
35579,Korean Shake Shake Chicken Nuggets 6 pc
35580,Atta Ladoo (1 Kg)
35581,Assorted Veg Pakora
35582,Kaju Anjeer Shake
35583,Passion Fruit Tea - 500ML
35584,Sahi Kalakand (1Pc)
35585,Chicken Garlic Fried Rice
35586,Boiled Egges 4 Pieces
35587,Cheese Tawa Idly
35588,Carmal coffee
35589,Butterscotch Cake (500 Gm)
35590,Moongfali Kebab
35591,Paneer Paratha Combos
35592,Assorted Medoviks (Pack Of 6)
35593,Chowmein With Chilli Paneer
35594,Hazel Dazzle
35595,Garlic Burst Chicken Roll
35596,Soya Tawa Chaap
35597,Pineaaple Sandesh
35598,Badam Roasted Salted
35599,Vada Papdi
35600,Chicken Hakka Noodles With Veg Manchurian (Serves1)
35601,Classic New York Cheesecake (80 Gm)
35602,Potato Upma
35603,Malai Ghewar 150 Gram
35604,Veg fry momos 6 pieces
35605,Mozzarella
35606,Gobi 65 (full)
35607,Til Gur Cookies (180 Gm)
35608,Special Bhapa Doi (200gm)
35609,Margherita Napoli Pizza
35610,Sunshine Sarbath
35611,Ob Chicken Mushroom
35612,Paneer Mushroom Baby Corn Masala
35613,Veg Tawa
35614,Steam [Veg]
35615,Onion Plain
35616,Mini Paprika Fish Rice
35617,Apricot & Roasted Chicken Salad
35618,Paan-e-anjeer
35619,Ajwain paratha with sabji
35620,Paneer Manchurian Dry - Mini
35621,Lahsun Chatni
35622,Chicken Macaroni With Chicken Keema (Minced Meat )
35623,Veg Tawa Masala
35624,Veggie Sticks 6 Pcs +belgium Chocolate Mousse
35625,Classic Corn Cup
35626,Jeera Rice + Kadhai Chicken / Chicken Masala / Chicken Kosha + Salad
35627,Best Partnership Deal For 2
35628,Seeds Cracers
35629,Chana Pindi Masala
35630,1 KG Royal Chicken Matka Biryani + Dessert + St...
35631,ROCKSTAR BURGER + MANGO DRINK (m)
35632,Soy shitake mushroom pho veg
35633,Fish do pyaza
35634,Palak Methi Paratha
35635,Aloo Paratha with curd
35636,Chicken malai kebab
35637,Papdi Chat (1 Plate)
35638,Kitkat
35639,2 Veg Shawarmas at 175 each.
35640,Chhapanbhog Matho
35641,Thali- Radhe Bol
35642,Fresh lime water
35643,Berry Cheese Cake (1300 Ml)
35644,Mango Bail( 1 Pis.)
35645,Royal Flooda
35646,Kaju Kalash (Per Kg)                                           
35647,Pepper chicken Protein Plate (42gms Protein)
35648,Nawabi Murg Makhni
35649,Crispy Fried Chicken 
35650,Veg manchurian with fried rice                                                                                                                        
35651,Classic Veggie Momos
35652,Lotus Biscoff Dark Waffle
35653,Mix Vegetables
35654,Kesar Sandesh
35655,Paneer Paprika Pizza
35656,Craft Paper Bag Hamper
35657,Paneer chilly DRY
35658,Cholle Bhature
35659,Puri (2 Pcs) With Aloo Curry
35660,Medu Vada (3 Pcs)                           
35661,Egg Laba
35662,Shahi Mix Loose
35663,Kadhai veg
35664,Cho Truffle Pastry
35665,Vegetable Kofta Curry
35666,Peri Peri Chicken Burger Combo
35667,Chicken Sandwiches
35668,Bamboo Pork
35669,Bansal Special Kulcha
35670,Guava Chilli Sorbet
35671,Choco Munch Ice Cream
35672,Ob Chicken Peppery  [Small] 
35673,Tandoor Roti (1 pc)
35674,Schezwan Chicken And Eggs Fried Rice
35675,Gudok
35676,Dahi Golgappa
35677,Cranberry Chia Lemonade
35678,Yang Chaw Fried Rice (chicken)
35679,Masala Curry
35680,Mushroom Kolapuri
35681,Ghee Pongal + 1 Vada
35682,"Crispy Veg Burger+Classic Cold Coffee,"
35683,Chicken noodles noodles
35684,Mothichoor Laddu
35685,Kacha Mango Delight
35686,RAJMA RICE 1 plate
35687,Chicken Keema Fries
35688,Khajoor Choclate Trufle
35689,Cabbage Badacopy
35690,Veg cutlet                                                                                                                                            
35691,Olive & Mushroom Alfredo Pasta [White Sauce]
35692,Veg fried momos
35693,Mishti Dahi Cup(6pcs)
35694,Butter Cubes  10grm
35695,Egg Thai Hakka Noodles 
35696,Hawaiian 8 inch (6 slices)
35697,Sugar Free Kaju Burfi
35698,Aloo Masala Dry
35699,1 Veg Fried Rice + 1 Tangdi Kebab                                                        
35700,Pizza Combo [Serves 4]
35701,Mix Veg Raita.
35702,Mocha Peanut Butter Frappe
35703,Dahi vada [2 pieces]
35704,Pork Manchurian
35705,Death By Chocolate Thick Shake
35706,Prawn Pepper Masala
35707,Aloo Paratha With Curd And Butter
35708,2 Paneer Paratha With Curd 100 Ml & Pickle
35709,Ghee Dilkhush
35710,Paneer Tikka Masala & Roti Dabba
35711,Chicken Kosha With Rumali Roti              
35712,Greek Style Chicken Pizza
35713,Kaju Kashmiri Mixture 400Gm
35714,Salty Fries
35715,Bread With Jam
35716,Cheesy Tikka Sub
35717,Buffalo Chicken Blaze Pan Pizza.
35718,Ghee Idly (4 Pieces)
35719,Kulcha Curry 2nos
35720,Butter Badam 400 GM
35721,Mysore Pak(.250 Gm.)
35722,Mutton Kulcha
35723,Chicken Haryali Kabab (8 Pcs) 
35724,Sambhar vada 
35725,Malai Kulfi (pack Of 2)
35726,Veg Hong Kong Grevy
35727,Death Wings
35728,Masala Paratha 2 (pack Of 2pcs)
35729,Oat & Nuts Cookie
35730,Honey Crispy Chana
35731,Oreo D Latte
35732,Idiyappam With White Kurma
35733,Mango Cake (Block Cake)
35734,Chocolate Fudge Brownie (100ml) - Brooklyn Bridge Butterscotch (100 ml)
35735,Egg Chowmein [Large]
35736,Chilli Panneer
35737,Chilli Beef 
35738,Roll Sandesh White 1 Pc 
35739,Free Hit Combo ( Serves 2) ( Veg )
35740,English Retreat Pizza Regular
35741,Spicy Treat Pizza [Regular]
35742,Methi Mutter Malai (250 Gm)
35743,Mix Sweets (khoya & ghee sweets)
35744,Veg Pulao with Paneer Butter Masala
35745,Desi Dal Tadka Chawal
35746,Chicken Clear Soup                                                
35747,Veg Sandwiches
35748,Gobi Pakoda
35749,Chilly Chap 
35750,Choco+aam Jugalbandi Slice Kulfi (pack Of 3)
35751,Vag Singapore Noodles(Half)
35752,Vanila Shake
35753,Chicken hot and sour
35754,Mix Dal
35755,Kesar Peda 1 Pc
35756,Non Veg Bangkok Special Noodles
35757,Idli
35758,Mini Tiffin
35759,Coco Noir  Chocolate
35760,Makhani Paneer Roll
35761,8  Regular Deluxe Veggie Pizza + Coke 250 Ml Pet Bottle
35762,Chilli Mushroom 
35763,Cilantro Salsa Portabella Mushroom Tacos 3 pcs
35764,Egg Biryani ( 2 Pcs )
35765,Kachori Masala
35766,Prawns Manchurian Dry
35767,Veg Fried Rice With Chicken Chilli 1pcs And Fries
35768,Apple Juice 
35769,Triple Noodles  
35770,Lal Sev
35771,Mango Curry - Fish
35772,Ghee Dosai
35773,Lamb Chelow Kebab Platter
35774,Millet Mushroom Noodles
35775,Vegetable Pulao + Chicken Chilli                                                                           
35776,Ghee Rice with Chicken Curries
35777,Mutton Egg Curry
35778,Parotta With Korma
35779,Dragonfire Margherita Medium Pizza (Serves 2)
35780,Biscuit Tray
35781,Aloo pyaz paratha
35782,Paneer Tikka Footlong        
35783,Rava Cheese Masala Dosa
35784,Low Fat Cottage Cheese Akuri
35785,Butter Dalfry (without Onion Garlic)
35786,ROSE RASGULLA
35787,Four Treasure Veg Lemon
35788,Cheese & Onion Pizza
35789,Pork With Black Mushroom And Bamboo Shoot
35790,Thai Spring Roll
35791,Teekha Chaska Sausages
35792,Chicken Curry Gravy ( Jhatka)
35793,Ghee Roasted Dosa
35794,Apple Vanilla Milkshake
35795,Aloo raita
35796,Fried aloo gobi masala
35797,Lemon Mint Swing
35798,Desi Tadka 250 Gms
35799,Mixed Veg [Hot Garlic Sauce]
35800,Triple Veg Delight
35801,Papri Chat [Per Plate]
35802,Carrot (Gajar) Juice
35803,Ajwain Paratha
35804,Veg Cheese Baked Momos
35805,Topping Hot Chocolate Sauce
35806,Chicken Pasta In Alfredo Sauce
35807,Classic Mixed Dry Fruits Loaf Cake (250 Gm)
35808,Malai Chaap
35809,Medley Chocolate Bars Filter Coffee
35810,Chicken Sweet Chilli Sauce (w/b) and Chicken Clear Soup
35811,Sunny Sideup
35812,Chicken  japchae
35813,Paneer Haryali Tikka
35814,2 Egg Paratha Combo
35815,Pineapple Cake [1 kg]
35816,Morning Breakfast Combo 4
35817,Classic Macaroni & Cheese Pasta
35818,Chicken Tikka Sandwich        
35819,Paneer With Rice
35820,Idli Finger Chips  
35821,Build your Own Kebab Platter (Non Veg)
35822,Strawberry Pudding
35823,Virgin Mojito       
35824,Paneer Overload Pizza [BIG 10]
35825,Moong Dal Halwa [100 gms.]
35826,Paneer Tikka Tandoori Momos
35827,Besan Ladoo - SM
35828,Malabar Parota With Chicken Fry
35829,Veg tripple schezwan
35830,Corn Cheese Balls Large
35831,Apple Cinnamon Muffin
35832,Chicken Seekh Kebab Dry Non-Veg
35833,Chicken Noodles
35834,Mud Shakes
35835,BBQ Chicken Boneless
35836,Kastoori Afgani Chicken Full
35837,Skinny Omelette
35838,Plum Cake 500Grams
35839,Kasundi Broccoli
35840,Steam Idli With Filter Coffee
35841,Grilled Cottage Cheese
35842,PURI (4PCS) SUBJI PLATE
35843,Chocolate Fudge Cake 500gms
35844,   Chicken-Surprise 
35845,Desi Ghee Punjabi Atta Biscuits
35846,Cheese Bread
35847,Rajma Masala with Rice Bowl
35848,French Fry 
35849,Dal Biji (250 gms) 
35850,4 Tawa Makhan Methi Kulcha+soya Tikka Tawa Champ Masala (500ml)
35851,Chicken Plate Shawarma
35852,White Chocolate Dip
35853,Kesar Matka Kulfi [100 Ml] (Pack Of 8)
35854,Dilli 6
35855,Classic Pack Of 4 Slices
35856,Assorted Bites (10 Pcs)
35857, McFlurry Choco-Caramel
35858,Alu Paratha
35859,Veg Gyathuk
35860,Naan                    
35861,Bread Jam Butter
35862,Veg. Spaghetti Pasta
35863,Dhaba Style Yellow Dal Tadka and Aloo Tamatar Meal
35864,Paneer Momo (10 Pcs)
35865,CHICKEN LEMON RICE
35866,Khara Pongal
35867,Roasted Cashews CAN
35868,Spicy Basil Chicken Meal Box
35869,Original Glazed Doughnut
35870,Non Veg Friends Matter A Platter
35871,Motu Patlu Kids Pizza Mini Party Combo (Pack of 5)
35872,Super Freak Burger Meal
35873,Vanilla Brownie Fudge Gourmet- Ice Cream Tub [750 Ml]
35874,Dum biriyani (full)
35875,Wonton Soup(Non Veg)
35876,Arrabiata  Pasta Chicken
35877,Honey Glazed Chicken
35878,Egg Chowmein With Veg Manchurian
35879,Watermelon And Feta Salad
35880,Ob Cheese Pizza [Small] 
35881,B57 Choco Hues Delight 6 Pcs
35882,STRAWBERY CHEESE CREAM TARTS
35883,Dilli Rajma Thali Meal
35884,Hazelnut Almond Crunch
35885,BURMESE STYLE PRAWNS
35886,Gooey Chocolate Brownie
35887,Hazelnut Cake 600Gm
35888,Premium Kaju Kathily
35889,Plain Uttapam (Best)
35890,Kaju Masala
35891,Noolputtuchikkiyathu (beef)
35892,Cornflakes [500 ml]
35893,Malai Kofta (250 Gm)
35894,Kela Chips(yellow)200g
35895,Medium UK Special Veg Lover Pizza
35896,Tcrs In House Shake
35897,LUNG FUNG SOUP
35898,Chicken Sizzler Momos
35899,Veg Palak Soup
35900,Strawberry Family Tub 500 Ml
35901,Hunan fish
35902,"Thai Green Fish Curry, Broccoli, Pea Aubergine, Coconut Cream"
35903,Shahi Indian Box
35904,Modak (kheer)
35905,Chicken Do Pyaaz [Half]
35906,Matka Dahi (1Pc)
35907,Paneer Pulao Large
35908,Mati Handi Mutton 
35909,Biryani Rice with Chicken Curry
35910,Atta Laddu ( Desi Ghee)
35911,Chilly Cheese Naan
35912,Dal Tadka with 2 Roti
35913,Barbeque in a Box-(Non Veg Overload)
35914,Fish In Hot Garlic Sauce
35915,Mutton Chilli Garlic Fried Rice
35916,Chicken Baa Mee Nam Kai Thai Thukpa
35917,Double Cheese Double Chicken feast Medium Pizza
35918,ALoo Pyaza Paratha (With Butter)
35919,Cheese Vada Pav
35920,Chicken Soup Momo
35921,Rice Pongal
35922,Fam's Favorite Matar Paneer - Feast Thali
35923,Paneer Paratha 1no
35924,Mini Gulab Jamun [100Gm]
35925,Egg pakora
35926,Paneer fried momo                                                                                                    
35927,Grilled Veg Sandwich
35928,Saag
35929,Palak Masala Dosa
35930,Chicken Ya-man-sun Salad
35931,Chicken Strips Only [Boneless chicken (4 pieces) + dipping sauce]
35932,Cheese Onion Rawa Masala Dosa
35933,Bread Omelette - Keto
35934,Dali 
35935,Bagara Rice + Dalcha Mutton
35936,Double chicken rumali roll
35937,McAloo Tikki Burger NONG
35938,Dal Khasta-4Pc
35939,Special Chole Chawal With Sweet Lassi/salted Lassi
35940,Paneer tikka masala                                           
35941,Speciality Box of 6 Donuts
35942,Lhasa Special Prawn
35943,Veg.hot''n''sour Soup
35944,Classic Cream Kunafa
35945,Chocolate Cremeux Pastry
35946,Cripsy Chicken 
35947,Chicken Double Cheese Slice Burger
35948,Hot Chocolate Milk
35949,Anti Oxidizing
35950,Salted potato chips
35951,Garlic Paneer Dry
35952,Blackforest Jar Cake
35953,Blueberry Puree
35954,Moongdal Halwa
35955,Papita Shake [250ml]
35956,Chicken Masala Roll
35957,Cheese Corn Steam Momos
35958,Plain Palak Medium
35959,Big Brownie 1 Pc
35960,Noodles with Paneer Chilli
35961,Eggless Choco Truffle Cake (1kg)
35962,Double Chicken Pepperoni Medium Pizza
35963,Chicken Dum Biryani Half Without Egg
35964,Paneer Malai Seekh Kabab (8 Pcs)
35965,Chicken biriyani
35966,Thal Barfi Thali [1 Kg]
35967,Veg sandwich Normal
35968,Pepper Jeera Curd Rice 450 Ml + Veg 250 Ml + Fryums + Pickle
35969,Lacchha Paratha
36101,Andhra Pappula Podi - 200Gms
35970,Fish chilli                                                                                         
35971,Chicken Schezwan Momos [5 Pcs ]
35972,Calzone Verdure
35973,PORK SCHEZWAN RICE
35974,Gulab Jamun (per pc)
35975,Chicken Sausage (2 Pcs) 
35976,Regular Popcorn Chicken - DOTD
35977,Patiala Subz Kadhai [Steamed Rice] Bowl
35978,Mutton Kefta Kilo Biryani
35979,Premium Gift Hamper Basket
35980,Veg steamed momos 6 pieces
35981,BBQ Wings- 8pcs
35982,Jeera Cola
35983,Aloo matar
35984,Pineapple Cake Pastry
35985,Veg Kofta Gravy
35986,Bhalla Papdi
35987,Ma'amoul Cookies (Box Of 8)
35988,Basmati Sambar Rice
35989,Dum Aloo Banarsi (Per Plate)
35990,Chili chicken [8 pieces]
35991,Crispy Paneer Italia
